frame_etg frame_gar X Y event_type code
7295 6079 779.70 326.39 Fixation 1367322234
7295 6079 778.08 325.30 Fixation 1367339013
7295 6079 776.37 320.84 Fixation 1367355503
7296 6080 775.74 317.18 Fixation 1367372063
7296 6080 775.21 313.07 Fixation 1367388738
7297 6081 774.34 308.41 Fixation 1367405328
7297 6081 777.88 303.79 Fixation 1367421973
7298 6082 779.59 300.09 Fixation 1367438373
7298 6082 782.22 298.33 Saccade 1367454932
7299 6083 786.55 283.49 Saccade 1367471712
7299 6083 802.94 261.94 Saccade 1367488334
7300 6083 810.08 261.33 Fixation 1367504833
7301 6084 817.44 257.56 Fixation 1367521294
7301 6084 823.79 256.33 Fixation 1367538031
7301 6084 830.97 255.84 Fixation 1367554594
7302 6085 836.96 252.99 Fixation 1367571309
7302 6085 841.45 254.69 Fixation 1367587784
7303 6086 847.38 254.27 Fixation 1367604488
7303 6086 848.97 254.47 Fixation 1367620920
7304 6087 848.38 253.92 Saccade 1367637518
7304 6087 819.08 252.94 Saccade 1367654190
7305 6088 695.27 262.01 Saccade 1367670865
7305 6088 3526.99 1872.17 Saccade 1367687443
7306 6088 469.98 286.87 Saccade 1367704029
7306 6088 428.29 279.86 Saccade 1367720462
7307 6089 424.99 277.41 Fixation 1367737204
7307 6089 424.57 277.81 Fixation 1367753965
7308 6090 424.77 276.04 Fixation 1367770453
7308 6090 427.40 276.12 Fixation 1367787030
7309 6091 429.37 275.94 Fixation 1367803649
7309 6091 432.15 273.17 Fixation 1367820019
7310 6092 435.43 273.29 Saccade 1367836728
7310 6092 418.15 270.42 Saccade 1367853303
7311 6093 385.65 262.30 Saccade 1367870053
7311 6093 385.13 258.99 Fixation 1367886452
7312 6093 385.65 257.09 Fixation 1367903204
7312 6093 387.81 255.37 Fixation 1367919698
7313 6094 389.11 252.27 Fixation 1367936255
7313 6094 393.10 245.94 Fixation 1367952991
7314 6095 394.55 241.55 Fixation 1367969609
7314 6095 396.23 237.47 Fixation 1367986334
7315 6096 397.16 232.18 Fixation 1368002708
7315 6096 398.83 231.28 Fixation 1368019328
7316 6097 402.14 227.86 Fixation 1368035944
7316 6097 404.21 225.78 Fixation 1368052525
7317 6098 407.40 224.24 Fixation 1368069235
7317 6098 410.47 220.82 Fixation 1368085845
7318 6098 411.34 221.72 Fixation 1368102264
7318 6098 414.67 220.23 Fixation 1368118925
7319 6099 415.39 219.58 Fixation 1368135445
7319 6099 416.10 219.11 Fixation 1368152076
7320 6100 417.67 219.35 Fixation 1368168712
7320 6100 419.07 219.24 Fixation 1368185252
7321 6101 417.27 218.98 Saccade 1368201944
7321 6101 393.70 218.57 Saccade 1368218445
7322 6102 389.55 220.74 Saccade 1368235108
7322 6102 388.09 213.99 Fixation 1368251655
7323 6103 391.87 219.31 Fixation 1368268370
7323 6103 392.86 220.85 Fixation 1368284769
7324 6103 394.60 220.75 Fixation 1368301451
7324 6103 395.33 218.39 Fixation 1368318069
7325 6104 397.49 216.96 Fixation 1368334574
7325 6104 397.76 213.93 Fixation 1368351095
7326 6105 399.10 209.69 Fixation 1368367819
7326 6105 401.62 207.50 Fixation 1368384375
7327 6106 401.62 202.47 Fixation 1368400952
7327 6106 404.12 198.87 Fixation 1368417582
7328 6107 403.99 195.34 Fixation 1368434134
7328 6107 407.02 191.14 Fixation 1368450661
7329 6108 409.09 188.86 Fixation 1368467452
7329 6108 410.52 187.79 Fixation 1368483964
7330 6108 411.22 185.64 Saccade 1368500569
7330 6108 420.26 184.75 Saccade 1368517100
7331 6109 449.80 181.23 Saccade 1368533808
7331 6109 460.32 177.75 Saccade 1368550304
7331 6109 461.54 177.03 Fixation 1368566977
7332 6110 463.56 178.17 Fixation 1368583557
7333 6111 465.11 177.72 Fixation 1368600217
7333 6111 464.90 179.11 Fixation 1368616831
7334 6112 466.15 180.86 Fixation 1368633339
7334 6112 466.49 181.56 Fixation 1368649902
7335 6113 466.82 183.59 Fixation 1368666538
7335 6113 466.10 184.43 Fixation 1368683258
7336 6113 465.55 185.68 Fixation 1368699858
7336 6113 464.32 188.96 Fixation 1368716265
7337 6114 462.38 189.94 Fixation 1368732765
7337 6114 461.91 190.61 Fixation 1368749590
7338 6115 461.86 192.08 Fixation 1368766255
7338 6115 459.53 191.59 Fixation 1368782648
7339 6116 459.39 193.66 Fixation 1368799372
7339 6116 459.45 193.03 Fixation 1368816004
7340 6117 459.17 194.65 Saccade 1368832428
7340 6117 441.42 197.58 Saccade 1368849210
7341 6118 427.81 200.76 Saccade 1368865762
7341 6118 428.13 200.88 Fixation 1368882250
7342 6118 428.68 199.85 Fixation 1368898950
7342 6118 429.17 199.98 Fixation 1368915448
7343 6119 429.96 201.02 Fixation 1368931905
7343 6119 429.52 200.51 Fixation 1368948492
7344 6120 430.59 202.90 Fixation 1368965201
7344 6120 430.05 204.79 Fixation 1368981985
7345 6121 430.26 206.80 Fixation 1368998452
7345 6121 430.11 207.08 Fixation 1369015055
7346 6122 429.07 208.32 Fixation 1369031539
7346 6122 429.25 210.14 Fixation 1369048101
7346 6122 428.77 209.43 Fixation 1369064833
7347 6123 428.20 209.75 Fixation 1369081330
7348 6123 427.53 210.18 Fixation 1369098104
7348 6123 428.33 210.99 Fixation 1369114664
7349 6124 427.93 210.92 Fixation 1369131361
7349 6124 428.87 213.11 Fixation 1369147701
7350 6125 429.64 213.91 Fixation 1369164380
7350 6125 429.22 215.67 Fixation 1369181035
7351 6126 428.86 217.15 Fixation 1369197783
7351 6126 428.32 218.15 Fixation 1369214236
7351 6126 427.92 219.48 Fixation 1369230724
7352 6127 428.68 220.25 Fixation 1369247310
7353 6128 428.05 220.58 Saccade 1369264086
7353 6128 439.75 230.64 Saccade 1369280580
7354 6128 482.55 258.81 Saccade 1369297255
7354 6128 488.52 258.27 Saccade 1369313834
7355 6129 489.90 257.40 Fixation 1369330348
7355 6129 490.81 254.01 Fixation 1369346863
7356 6130 491.75 251.39 Fixation 1369363454
7356 6130 493.14 248.50 Fixation 1369380171
7357 6131 495.00 247.03 Fixation 1369396848
7357 6131 497.01 245.79 Fixation 1369413436
7358 6132 499.62 244.97 Fixation 1369429904
7358 6132 501.71 244.97 Fixation 1369446452
7359 6133 504.40 244.03 Fixation 1369463140
7359 6133 505.70 242.88 Fixation 1369479822
7360 6133 506.79 242.50 Saccade 1369496341
7360 6133 510.30 242.86 Saccade 1369512925
7361 6134 553.22 226.80 Saccade 1369529517
7361 6134 588.35 215.50 Saccade 1369546054
7361 6134 592.28 212.14 Saccade 1369562721
7362 6135 592.27 211.43 Fixation 1369579301
7363 6136 590.21 210.92 Fixation 1369595833
7363 6136 586.10 211.08 Fixation 1369612371
7364 6137 584.50 210.56 Fixation 1369629114
7364 6137 579.45 211.63 Fixation 1369645571
7365 6138 577.05 210.46 Fixation 1369662260
7365 6138 574.33 210.50 Fixation 1369678905
7366 6138 569.71 211.47 Fixation 1369695608
7366 6138 566.80 209.15 Fixation 1369712091
7367 6139 563.42 208.50 Fixation 1369728558
7367 6139 558.87 207.88 Fixation 1369745114
7368 6140 558.11 208.47 Fixation 1369761887
7368 6140 554.45 207.48 Fixation 1369778453
7369 6141 552.71 206.56 Fixation 1369795129
7369 6141 550.98 204.51 Saccade 1369811578
7370 6142 965.63 466.33 Saccade 1369828132
7370 6142 684.96 200.46 Saccade 1369844655
7371 6143 782.68 204.32 Saccade 1369861463
7371 6143 833.02 195.44 Saccade 1369878024
7372 6143 828.40 198.25 Fixation 1369894705
7372 6143 837.22 192.17 Fixation 1369911321
7373 6144 835.35 190.58 Fixation 1369927652
7373 6144 834.78 191.07 Fixation 1369944270
7374 6145 829.32 198.96 Fixation 1369961092
7374 6145 829.17 200.77 Fixation 1369977671
7375 6146 831.08 192.88 Fixation 1369994248
7375 6146 830.18 190.88 Saccade 1370010778
7376 6147 820.94 188.58 Saccade 1370027375
7376 6147 822.14 188.48 Fixation 1370043929
7376 6147 822.37 188.15 Fixation 1370060482
7377 6148 822.02 189.63 Fixation 1370077120
7378 6148 825.92 181.24 Fixation 1370093987
7378 6148 826.36 181.68 Fixation 1370110469
7379 6149 826.65 181.78 Fixation 1370126897
7379 6149 826.91 181.75 Fixation 1370143414
7380 6150 828.67 181.27 Fixation 1370160189
7380 6150 832.24 180.37 Fixation 1370176781
7381 6151 835.18 179.94 Fixation 1370193459
7381 6151 839.46 179.58 Fixation 1370210058
7381 6151 842.86 180.75 Fixation 1370226483
7382 6152 848.75 178.83 Saccade 1370243051
7383 6153 853.30 177.94 Saccade 1370259628
7383 6153 317.91 302.64 Saccade 1370276225
7384 6153 864.80 176.75 Saccade 1370292876
7384 6153 875.24 176.00 Saccade 1370309389
7385 6154 880.12 175.49 Saccade 1370326136
7385 6154 886.47 175.51 Saccade 1370342567
7386 6155 896.29 174.80 Saccade 1370359349
7386 6155 904.13 175.45 Saccade 1370375914
7387 6156 911.59 178.84 Saccade 1370392606
7387 6156 908.90 229.60 Saccade 1370409014
7387 6156 925.80 273.01 Saccade 1370425528
7388 6157 929.20 273.13 Saccade 1370442090
7389 6158 936.29 279.02 Saccade 1370458987
7389 6158 942.65 277.01 Saccade 1370475537
7390 6158 947.78 278.71 Saccade 1370492092
7390 6158 86.74 280.71 Saccade 1370508640
7391 6159 524.28 632.48 Saccade 1370525195
7391 6159 974.35 280.09 Saccade 1370541858
7391 6159 985.67 278.50 Saccade 1370558500
7392 6160 1000.46 278.41 Saccade 1370575064
7393 6161 1011.97 278.38 Saccade 1370591718
7393 6161 1026.20 278.44 Saccade 1370608340
7393 6161 1038.61 276.43 Saccade 1370624744
7394 6162 978.25 274.16 Saccade 1370641302
7395 6163 302.02 137.34 Saccade 1370658110
7395 6163 681.92 271.78 Saccade 1370674686
7396 6163 526.53 304.62 Saccade 1370691312
7396 6163 483.65 266.67 Saccade 1370707714
7397 6164 452.61 268.10 Saccade 1370724324
7397 6164 450.87 264.99 Fixation 1370740872
7398 6165 451.66 263.84 Fixation 1370757477
7398 6165 450.98 261.03 Fixation 1370774085
7399 6166 452.91 256.23 Fixation 1370790735
7399 6166 453.79 252.87 Fixation 1370807409
7399 6166 453.93 248.39 Fixation 1370824033
7400 6167 454.08 245.27 Fixation 1370840399
7401 6168 455.72 238.44 Fixation 1370857214
7401 6168 456.64 234.25 Fixation 1370873897
7402 6168 460.53 230.16 Fixation 1370890347
7402 6168 461.03 226.72 Fixation 1370907071
7403 6169 464.48 223.47 Fixation 1370923433
7403 6169 466.12 220.40 Fixation 1370940200
7404 6170 470.25 217.24 Fixation 1370956848
7404 6170 473.81 215.08 Fixation 1370973409
7405 6171 475.37 214.02 Fixation 1370990025
7405 6171 476.30 213.20 Fixation 1371006449
7405 6171 478.64 211.74 Fixation 1371023055
7406 6172 480.22 211.30 Fixation 1371039798
7406 6172 483.97 209.69 Fixation 1371056327
7407 6173 485.01 207.62 Fixation 1371072939
7408 6173 484.59 206.87 Fixation 1371089394
7408 6173 487.22 205.73 Fixation 1371106227
7409 6174 485.82 206.37 Fixation 1371122559
7409 6174 487.58 207.99 Fixation 1371139205
7410 6175 489.56 205.65 Fixation 1371155962
7410 6175 490.02 207.35 Fixation 1371172529
7411 6176 492.87 208.86 Fixation 1371189114
7411 6176 493.29 209.74 Fixation 1371205660
7411 6176 494.37 212.61 Fixation 1371222217
7412 6177 495.48 213.19 Fixation 1371238948
7413 6178 496.12 215.46 Fixation 1371255460
7413 6178 496.75 214.63 Fixation 1371272027
7414 6178 496.78 216.14 Fixation 1371288608
7414 6178 496.06 217.65 Fixation 1371305287
7415 6179 495.11 216.75 Fixation 1371322016
7415 6179 495.27 217.85 Fixation 1371338464
7416 6180 496.28 220.98 Fixation 1371355079
7416 6180 494.39 224.83 Saccade 1371371656
7417 6181 481.75 217.37 Saccade 1371388324
7417 6181 465.86 205.01 Saccade 1371404770
7418 6182 461.22 205.82 Saccade 1371421312
7418 6182 458.71 204.73 Fixation 1371438000
7419 6183 458.83 205.04 Fixation 1371454699
7419 6183 458.95 203.23 Fixation 1371471304
7420 6183 459.60 201.60 Fixation 1371487849
7420 6183 463.61 198.12 Fixation 1371504359
7421 6184 465.17 196.01 Fixation 1371520871
7421 6184 465.99 195.05 Fixation 1371537626
7421 6184 464.36 193.78 Fixation 1371554239
7422 6185 464.14 193.98 Fixation 1371570805
7423 6186 464.72 195.13 Saccade 1371587331
7423 6186 440.15 199.28 Saccade 1371604069
7423 6186 440.11 197.74 Saccade 1371620429
7424 6187 438.23 196.13 Fixation 1371637071
7425 6188 438.60 196.52 Fixation 1371653876
7425 6188 440.56 196.12 Fixation 1371670339
7426 6188 442.02 199.46 Fixation 1371686981
7426 6188 443.92 202.42 Fixation 1371703537
7427 6189 446.57 202.68 Fixation 1371720036
7427 6189 448.59 203.15 Fixation 1371736746
7428 6190 452.73 204.01 Saccade 1371753274
7428 6190 436.97 214.21 Saccade 1371769996
7429 6191 365.50 239.15 Saccade 1371786531
7429 6191 305.75 266.11 Saccade 1371803177
7429 6191 274.78 272.94 Saccade 1371819729
7430 6192 274.55 271.99 Fixation 1371836151
7431 6193 277.40 273.55 Fixation 1371852785
7431 6193 280.72 275.54 Fixation 1371869392
7432 6193 281.38 275.20 Fixation 1371886031
7432 6193 282.21 274.43 Fixation 1371902498
7433 6194 284.11 275.19 Fixation 1371919151
7433 6194 285.21 277.34 Fixation 1371935733
7433 6194 285.41 274.70 Fixation 1371952399
7434 6195 282.74 276.25 Fixation 1371969005
7435 6196 279.94 278.69 Fixation 1371985509
7435 6196 277.86 280.47 Fixation 1372002134
7435 6196 276.82 282.15 Fixation 1372018772
7436 6197 271.83 286.17 Fixation 1372035407
7436 6197 272.66 286.46 Saccade 1372051918
7437 6198 298.55 282.02 Saccade 1372068516
7438 6198 396.72 257.93 Saccade 1372085152
7438 6198 477.19 248.99 Saccade 1372101839
7439 6199 515.32 239.56 Saccade 1372118266
7439 6199 513.99 240.48 Fixation 1372134874
7440 6200 515.64 239.18 Fixation 1372151524
7440 6200 514.02 239.11 Fixation 1372168135
7441 6201 511.30 239.13 Fixation 1372184648
7441 6201 511.32 237.87 Fixation 1372201255
7441 6201 510.92 237.84 Fixation 1372217975
7442 6202 509.10 236.97 Fixation 1372234494
7443 6203 507.88 238.18 Fixation 1372251136
7443 6203 506.44 237.27 Fixation 1372267628
7443 6203 502.95 237.97 Fixation 1372284460
7444 6203 502.17 237.48 Fixation 1372301087
7445 6204 502.11 238.15 Fixation 1372317840
7445 6204 499.50 238.56 Fixation 1372334038
7445 6204 499.15 238.13 Saccade 1372350877
7446 6205 491.87 232.67 Saccade 1372367400
7447 6206 489.58 231.69 Saccade 1372383980
7447 6206 489.49 232.97 Fixation 1372400456
7447 6206 489.06 231.95 Fixation 1372417200
7448 6207 488.57 233.01 Fixation 1372433757
7449 6208 486.96 231.84 Fixation 1372450257
7449 6208 486.96 230.36 Fixation 1372466914
7449 6208 487.42 230.95 Fixation 1372483579
7450 6208 486.00 231.80 Fixation 1372500162
7451 6209 484.72 230.91 Fixation 1372516810
7451 6209 483.78 231.91 Fixation 1372533302
7451 6209 483.23 232.42 Fixation 1372549898
7452 6210 482.69 233.93 Fixation 1372566436
7452 6210 481.06 237.14 Fixation 1372583203
7453 6211 479.52 238.38 Saccade 1372599695
7453 6211 477.74 243.18 Saccade 1372616238
7454 6212 477.09 244.51 Fixation 1372632826
7455 6213 476.59 245.00 Fixation 1372649468
7455 6213 475.43 245.37 Fixation 1372666313
7456 6213 473.47 246.67 Fixation 1372682512
7456 6213 471.29 248.02 Fixation 1372699279
7456 6213 471.53 248.67 Fixation 1372715950
7457 6214 470.38 251.51 Fixation 1372732450
7458 6215 469.40 248.29 Fixation 1372749038
7458 6215 470.33 249.98 Fixation 1372765588
7459 6216 470.21 250.77 Fixation 1372782202
7459 6216 469.15 252.64 Fixation 1372798940
7459 6216 468.91 251.44 Fixation 1372815599
7460 6217 470.47 249.69 Fixation 1372831913
7460 6217 469.80 250.49 Fixation 1372848735
7461 6218 469.86 250.86 Fixation 1372865317
7462 6218 467.87 252.10 Fixation 1372882085
7462 6218 466.72 253.95 Fixation 1372898472
7462 6218 465.50 255.21 Fixation 1372915090
7463 6219 464.26 255.04 Fixation 1372931489
7464 6220 463.99 254.46 Fixation 1372948232
7464 6220 463.15 258.30 Fixation 1372964803
7465 6221 462.04 258.97 Fixation 1372981467
7465 6221 460.53 261.74 Saccade 1372997996
7465 6221 446.55 267.72 Saccade 1373014568
7466 6222 384.62 266.07 Saccade 1373031114
7466 6222 338.38 269.20 Saccade 1373047620
7467 6223 333.83 267.73 Saccade 1373064459
7468 6223 329.49 267.44 Fixation 1373081109
7468 6223 328.41 268.35 Fixation 1373097817
7469 6224 327.26 268.53 Fixation 1373114279
7469 6224 323.48 266.73 Fixation 1373130604
7470 6225 322.17 268.04 Fixation 1373147490
7470 6225 320.29 266.17 Fixation 1373164055
7470 6225 318.37 264.07 Saccade 1373180594
7471 6226 313.28 256.99 Saccade 1373197180
7471 6226 246.40 380.26 Fixation 1373213935
7472 6227 302.51 253.56 Fixation 1373230303
7472 6227 301.00 249.48 Fixation 1373246908
7473 6228 302.92 244.80 Fixation 1373263405
7473 6228 304.10 240.06 Fixation 1373280205
7474 6228 305.47 236.88 Fixation 1373296770
7474 6228 307.94 232.43 Fixation 1373313312
7475 6229 304.59 232.00 Saccade 1373329902
7476 6230 312.74 227.23 Saccade 1373346484
7476 6230 312.05 223.44 Saccade 1373363178
7476 6230 313.41 222.93 Saccade 1373379774
7477 6231 313.46 223.54 Saccade 1373396282
7477 6231 312.09 224.74 Saccade 1373412954
7478 6232 313.24 222.74 Saccade 1373429394
7479 6233 2811.77 -4605.40 Saccade 1373446136
7479 6233 401.96 244.01 Saccade 1373462594
7479 6233 421.06 244.99 Saccade 1373479333
7480 6233 421.69 245.89 Fixation 1373495906
7480 6233 421.19 245.15 Fixation 1373512589
7481 6234 420.54 247.15 Fixation 1373528973
7481 6234 417.49 248.97 Fixation 1373545575
7482 6235 416.95 250.67 Fixation 1373562197
7482 6235 416.66 250.42 Fixation 1373578939
7483 6236 417.37 251.87 Fixation 1373595586
7483 6236 418.27 252.50 Fixation 1373612068
7484 6237 420.69 254.04 Fixation 1373628520
7485 6238 421.52 254.48 Fixation 1373645159
7485 6238 423.27 254.61 Fixation 1373661880
7485 6238 423.28 253.45 Fixation 1373678334
7486 6238 424.72 254.38 Saccade 1373695088
7487 6239 424.26 253.72 Saccade 1373711652
7487 6239 406.84 258.09 Saccade 1373728155
7487 6239 405.00 255.91 Fixation 1373744695
7488 6240 404.15 257.29 Fixation 1373761333
7489 6241 401.85 256.38 Fixation 1373778144
7489 6241 401.19 257.66 Fixation 1373794566
7489 6241 400.20 255.08 Fixation 1373811130
7490 6242 399.11 255.00 Fixation 1373827643
7490 6242 397.17 253.91 Fixation 1373844356
7491 6243 398.70 253.02 Fixation 1373861061
7491 6243 398.04 252.67 Fixation 1373877580
7492 6243 397.02 253.21 Fixation 1373894229
7492 6243 397.71 251.21 Fixation 1373910847
7493 6244 398.59 251.37 Fixation 1373927347
7493 6244 400.11 248.19 Fixation 1373943947
7494 6245 402.38 247.23 Fixation 1373960451
7495 6246 403.01 247.18 Fixation 1373977233
7495 6246 404.30 247.22 Fixation 1373993878
7495 6246 405.78 248.45 Fixation 1374010328
7496 6247 406.97 250.50 Fixation 1374026855
7496 6247 407.58 249.68 Fixation 1374043443
7497 6248 407.07 252.27 Fixation 1374060096
7497 6248 407.60 252.58 Fixation 1374076717
7498 6248 407.51 255.57 Fixation 1374093436
7499 6249 407.17 257.51 Fixation 1374110045
7499 6249 408.11 259.31 Fixation 1374126376
7499 6249 407.24 260.28 Fixation 1374143053
7500 6250 405.04 263.30 Saccade 1374159742
7500 6250 418.23 258.10 Saccade 1374176199
7501 6251 425.96 257.12 Saccade 1374192913
7501 6251 425.22 258.09 Fixation 1374209589
7502 6252 424.38 259.31 Fixation 1374226100
7502 6252 424.37 258.58 Fixation 1374242580
7503 6253 422.58 259.68 Fixation 1374259150
7503 6253 421.50 259.25 Fixation 1374275957
7504 6253 418.53 258.87 Fixation 1374292595
7504 6253 417.79 258.66 Fixation 1374309069
7505 6254 414.93 257.08 Fixation 1374325605
7505 6254 415.20 257.62 Fixation 1374342169
7506 6255 415.43 254.20 Saccade 1374358852
7506 6255 427.23 253.45 Saccade 1374375454
7507 6256 461.02 252.93 Saccade 1374392052
7507 6256 463.66 252.85 Saccade 1374408714
7508 6257 466.15 250.60 Fixation 1374425191
7508 6257 466.92 251.12 Fixation 1374441889
7509 6258 467.10 249.56 Fixation 1374458362
7509 6258 468.18 249.31 Fixation 1374475126
7510 6258 468.67 250.47 Fixation 1374491659
7510 6258 469.36 249.34 Fixation 1374508299
7511 6259 469.56 248.97 Fixation 1374524658
7511 6259 468.60 248.45 Fixation 1374541384
7512 6260 469.54 247.66 Fixation 1374558021
7512 6260 468.70 247.94 Fixation 1374574703
7513 6261 469.17 247.73 Fixation 1374591315
7513 6261 468.67 245.78 Fixation 1374607740
7514 6262 468.39 244.68 Fixation 1374624349
7514 6262 469.11 243.63 Fixation 1374640994
7515 6263 469.16 241.43 Fixation 1374657581
7515 6263 469.02 241.60 Fixation 1374674221
7516 6263 468.39 238.55 Fixation 1374690928
7516 6263 468.81 237.43 Fixation 1374707330
7517 6264 468.87 236.70 Fixation 1374723970
7517 6264 468.78 235.88 Fixation 1374740469
7518 6265 469.38 234.88 Fixation 1374757067
7518 6265 469.37 235.51 Fixation 1374774032
7519 6266 469.80 234.17 Fixation 1374790284
7519 6266 470.05 235.11 Fixation 1374807004
7520 6267 470.11 235.37 Fixation 1374823399
7520 6267 470.95 236.54 Fixation 1374840193
7521 6268 470.29 237.03 Fixation 1374856815
7521 6268 471.45 237.32 Fixation 1374873174
7522 6268 471.40 239.14 Fixation 1374890029
7522 6268 471.97 239.62 Fixation 1374906595
7523 6269 472.43 241.80 Fixation 1374923033
7523 6269 472.98 241.90 Fixation 1374939786
7524 6270 474.29 243.21 Fixation 1374956372
7524 6270 473.83 246.06 Fixation 1374972972
7525 6271 474.91 246.96 Saccade 1374989593
7525 6271 454.45 255.98 Saccade 1375006239
7526 6272 403.17 268.57 Saccade 1375022556
7526 6272 397.34 271.90 Saccade 1375039261
7526 6272 395.26 272.24 Fixation 1375055936
7527 6273 394.71 275.29 Fixation 1375072494
7528 6273 395.64 276.99 Fixation 1375088958
7528 6273 395.67 277.97 Fixation 1375105782
7529 6274 395.73 277.34 Fixation 1375122183
7529 6274 395.71 278.30 Fixation 1375138788
7530 6275 395.47 278.15 Fixation 1375155532
7530 6275 394.43 276.74 Fixation 1375171926
7531 6276 394.04 276.50 Fixation 1375188655
7531 6276 394.19 275.20 Fixation 1375205179
7532 6277 392.51 272.87 Fixation 1375221897
7532 6277 391.49 271.57 Fixation 1375238464
7533 6278 390.24 270.35 Fixation 1375254881
7533 6278 389.19 270.75 Fixation 1375271733
7534 6278 388.55 269.58 Fixation 1375288289
7534 6278 386.60 269.11 Fixation 1375304857
7535 6279 385.59 270.14 Fixation 1375321284
7535 6279 385.01 269.61 Fixation 1375338109
7536 6280 385.32 268.75 Fixation 1375354697
7536 6280 383.89 268.31 Fixation 1375371209
7537 6281 382.16 269.91 Fixation 1375387699
7537 6281 381.18 271.25 Fixation 1375404469
7538 6282 380.63 271.03 Saccade 1375420901
7538 6282 391.82 272.36 Saccade 1375437533
7539 6283 457.61 264.07 Saccade 1375454125
7539 6283 520.45 262.47 Saccade 1375470782
7540 6283 532.37 258.41 Saccade 1375487452
7540 6283 533.60 259.19 Fixation 1375504017
7541 6284 534.07 258.96 Fixation 1375520455
7541 6284 533.28 259.63 Fixation 1375537102
7541 6284 533.96 259.74 Fixation 1375553755
7542 6285 533.09 261.04 Fixation 1375570267
7543 6286 532.73 262.17 Fixation 1375586948
7543 6286 532.33 263.67 Fixation 1375603568
7544 6287 532.46 265.45 Fixation 1375620189
7544 6287 533.26 268.84 Fixation 1375636699
7545 6288 532.46 268.77 Fixation 1375653454
7545 6288 530.50 267.84 Fixation 1375669980
7546 6288 531.80 269.30 Fixation 1375686623
7546 6288 531.28 269.02 Fixation 1375703198
7547 6289 531.27 270.23 Fixation 1375719752
7547 6289 530.94 268.72 Fixation 1375736205
7548 6290 530.29 269.98 Saccade 1375752784
7548 6290 557.28 274.60 Saccade 1375769585
7549 6291 573.03 279.61 Saccade 1375786220
7549 6291 574.48 276.55 Fixation 1375802732
7549 6291 573.88 278.26 Fixation 1375819346
7550 6292 574.23 277.05 Fixation 1375835772
7551 6293 574.16 275.37 Fixation 1375852407
7551 6293 574.25 275.07 Fixation 1375868966
7552 6293 576.89 273.87 Fixation 1375885663
7552 6293 576.38 270.22 Fixation 1375902239
7553 6294 576.07 268.93 Fixation 1375918939
7553 6294 577.56 269.30 Fixation 1375935408
7554 6295 578.39 268.20 Fixation 1375951943
7554 6295 579.07 268.22 Fixation 1375968639
7555 6296 578.27 268.31 Fixation 1375985349
7555 6296 579.72 269.31 Fixation 1376001998
7556 6297 579.46 271.77 Fixation 1376018404
7556 6297 579.57 270.86 Fixation 1376034927
7556 6297 579.65 270.38 Fixation 1376051691
7557 6298 580.86 271.72 Blink 1376068317
7558 6298 566.57 275.56 Blink 1376084797
7558 6298 511.53 283.76 Blink 1376101462
7559 6299 467.94 290.67 Blink 1376118006
7559 6299 437.15 292.32 Blink 1376134534
7560 6300 438.20 291.69 Blink 1376151107
7560 6300 437.98 288.47 Blink 1376167853
7561 6301 438.97 286.37 Blink 1376184430
7561 6301 441.62 283.94 Blink 1376201096
7562 6302 433.25 283.48 Blink 1376217761
7562 6302 355.89 322.82 Blink 1376234227
7563 6303 633.85 662.66 Blink 1376250662
7563 6303 2189.70 -1759.86 Blink 1376267304
7564 6303 -630.70 2725.05 Blink 1376284068
7564 6303 136.80 473.29 Blink 1376300623
7565 6304 -615.50 941.88 Blink 1376317186
7565 6304 559.85 638.13 Blink 1376333831
7566 6305 732.00 732.71 Blink 1376350278
7566 6305 10.78 520.50 Blink 1376366969
7567 6306 27.56 514.32 Blink 1376383562
7567 6306 0.84 487.31 Blink 1376400245
7568 6307 458.65 628.84 Blink 1376416811
7568 6307 457.64 627.99 Blink 1376433323
7569 6308 505.45 538.88 Blink 1376449899
7569 6308 3.44 522.18 Blink 1376466565
7570 6308 320.96 1073.58 Blink 1376483195
7570 6308 277.82 1080.86 Blink 1376499795
7571 6309 -217.14 519.02 Blink 1376516245
7571 6309 824.81 917.94 Blink 1376532851
7571 6309 -215.67 521.46 Blink 1376549392
7572 6310 -214.74 522.32 Blink 1376566252
7573 6311 NaN NaN Blink 1376582674
7573 6311 NaN NaN Blink 1376599214
7574 6312 860.99 388.80 Blink 1376615844
7574 6312 3.44 522.18 Blink 1376632396
7575 6313 -5839.46 2070.44 Blink 1376649080
7575 6313 -49.52 542.12 Blink 1376665816
7576 6313 289.75 920.49 Blink 1376682222
7576 6313 292.47 921.54 Blink 1376698956
7577 6314 294.50 922.59 Blink 1376715554
7577 6314 303.15 926.35 Blink 1376732101
7578 6315 3.44 522.18 Blink 1376748750
7578 6315 -198.62 490.87 Blink 1376765335
7579 6316 NaN NaN Blink 1376781842
7579 6316 NaN NaN Blink 1376798431
7579 6316 996.21 543.95 Blink 1376814962
7580 6317 -24728.07 10229.53 Blink 1376831617
7581 6318 341.09 294.23 Blink 1376848159
7581 6318 614.06 469.36 Blink 1376864634
7582 6318 497.71 255.47 Blink 1376881265
7582 6318 512.75 254.07 Blink 1376897974
7583 6319 514.68 253.30 Blink 1376914501
7583 6319 515.80 256.01 Fixation 1376931038
7584 6320 516.11 256.96 Fixation 1376947640
7584 6320 516.69 256.81 Fixation 1376964257
7585 6321 517.93 258.08 Fixation 1376980866
